StateCode,StandardComponentId,TwoParentFamilyMaxDependentsRule,SingleParentFamilyMaxDependentsRule,DependentMaximumAgRule,ChildrenOnlyContractMaxChildrenRule,DomesticPartnerAsSpouseIndicator,SameSexPartnerAsSpouseIndicator,MinimumTobaccoFreeMonthsRule,MarketCoverage,DentalOnlyPlan
OH,55371OH0010007,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,55371OH0010009,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,55371OH0010010,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,55371OH0020007,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,55371OH0020009,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,55371OH0020010,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0210001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0210002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0210003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0210004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0210005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0210006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0220001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0220002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0220003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0220004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0220005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,58255OH0220006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,59401OH0030003,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,59401OH0040003,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,59401OH0050003,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,64156OH0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,64156OH0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,64156OH0040001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,64156OH0040002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,64353OH0010001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,No
OH,64353OH0010002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,No
OH,64353OH0010003,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,No
OH,65869OH0020001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,65869OH0020002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,65869OH0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,65869OH0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,65869OH0030003,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,65869OH0030004,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,65869OH0040001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,65869OH0040002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,66083OH0610001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610011,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610012,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610013,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610014,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610015,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610025,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610026,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610027,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610028,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610034,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610035,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610036,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,66083OH0610037,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OH,67129OH0100001,3 or more,3 or more,27,3 or more,Yes,Yes,6,Individual,No
OH,67129OH0100003,3 or more,3 or more,27,3 or more,Yes,Yes,6,Individual,No
OH,67129OH0100007,3 or more,3 or more,27,3 or more,Yes,Yes,6,Individual,No
OH,67129OH0100009,3 or more,3 or more,27,3 or more,Yes,Yes,6,Individual,No
OH,68158OH0130002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,68158OH0140002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,68158OH0160002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,68158OH0160003,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,68158OH0180002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,68158OH0180003,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,68158OH0190001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,70318OH0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,70318OH0010002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,73292OH0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,73292OH0010002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,73292OH0010003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,73292OH0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,73292OH0010005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,73292OH0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,73292OH0010007,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,73292OH0010008,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,74313OH0210001,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,74313OH0210002,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,74313OH0210004,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,74313OH0210005,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,74313OH0210006,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,74313OH0210007,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,74313OH0210008,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,74313OH0210009,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,76018OH0010001,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,76018OH0010002,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,76018OH0010003,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,76018OH0010004,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,76018OH0010005,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,76018OH0010006,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,76018OH0010007,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,76018OH0010008,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,77552OH0010001,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0010002,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0010003,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0010015,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0010019,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0010021,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0010029,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020001,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020002,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020003,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020015,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020019,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020021,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020029,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,99969OH0080003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0080004,3 or more,3 or more,25,1,No,No,6,Individual,No
OH,99969OH0080005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0080006,3 or more,3 or more,25,1,No,No,6,Individual,No
OH,99969OH0080007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0080008,3 or more,3 or more,25,1,No,No,6,Individual,No
OH,99969OH0080009,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0080010,3 or more,3 or more,25,1,No,No,6,Individual,No
OR,10091OR0360004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,10091OR0360005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,10091OR0360009,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,10091OR0370003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,10091OR0380003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,10091OR0380011,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,10091OR0390003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,10091OR0390012,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,30969OR0040001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,30969OR0050001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,30969OR0060001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,30969OR0210001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,30969OR0220001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
SD,61214SD0020003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,61214SD0020004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,61214SD0020005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,61214SD0020006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,68781UT0130010,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0140005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0140010,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68809UT0010009,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,71246UT0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,71246UT0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,71246UT0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,71246UT0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,72660UT0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,72660UT0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,72660UT0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,77552OH0020040,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020044,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020060,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020064,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020066,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020074,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020085,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020089,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020105,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020109,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020111,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020119,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020130,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,77552OH0020134,3 or more,3 or more,26,3 or more,Yes,Yes,6,Individual,No
OH,78726OH0020001,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,78726OH0020002,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,78726OH0020003,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,78726OH0020004,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,78726OH0020005,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,78726OH0020006,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,78726OH0020007,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,78726OH0020008,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,78726OH0020009,3 or more,3 or more,27,3 or more,No,No,6,Individual,No
OH,79539OH0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,79539OH0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,79539OH0040001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,79539OH0040002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,80627OH0140005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,Yes
OH,80627OH0140006,3 or more,3 or more,25,1,Yes,Yes,6,Individual,Yes
OH,80627OH0140007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,Yes
OH,80627OH0140008,3 or more,3 or more,25,1,Yes,Yes,6,Individual,Yes
OH,80627OH0150015,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150017,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150018,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150019,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150020,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150021,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150022,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150023,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150024,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150025,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150026,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150027,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150028,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150029,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150030,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150031,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150032,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150034,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150035,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150036,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150037,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150038,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150039,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150040,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150041,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150042,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150043,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150044,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150045,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150046,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150047,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,80627OH0150048,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,86728OH0260001,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,86728OH0260002,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,86728OH0290001,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0290002,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0290003,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0290004,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0290005,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0290006,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0290007,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0290008,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0300001,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0300002,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0300003,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0300004,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0310001,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,86728OH0310002,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,86728OH0340001,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,86728OH0340002,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,86728OH0350001,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0350002,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,86728OH0360001,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,86728OH0360002,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,89819OH0010001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,89819OH0020001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,89819OH0030001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,89819OH0040001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,91261OH0020001,3 or more,3 or more,26,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,92036OH0530001,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0530002,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0530003,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0530004,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0530005,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0530007,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0530008,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0530009,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0530010,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
OH,92036OH0540003,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540004,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540005,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540006,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540007,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540008,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540009,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540011,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540012,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540013,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,92036OH0540014,3 or more,3 or more,25,3 or more,No,No,6,SHOP (Small Group),No
OH,95466OH0010002,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,95466OH0010005,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,95466OH0010006,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,95466OH0010009,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
OH,97596OH0580001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OH,99734OH0010016,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0010017,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0020021,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0020022,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0020023,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0020024,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0020025,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0020026,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0020027,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0020028,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0040005,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0040006,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0040009,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0040010,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0040011,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0040012,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
OH,99734OH0050005,3 or more,3 or more,25,3 or more,No,No,Not Applicable,Individual,Yes
OH,99734OH0050006,3 or more,3 or more,25,3 or more,No,No,Not Applicable,Individual,Yes
OH,99734OH0050007,3 or more,3 or more,25,3 or more,No,No,Not Applicable,Individual,Yes
OH,99734OH0050008,3 or more,3 or more,25,3 or more,No,No,Not Applicable,Individual,Yes
OH,99969OH0040001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0040002,3 or more,3 or more,25,1,No,No,6,Individual,No
OH,99969OH0040011,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0040012,3 or more,3 or more,25,1,No,No,6,Individual,No
OH,99969OH0040013,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0040016,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0040017,3 or more,3 or more,25,1,No,No,6,Individual,No
